Section,Item ID,Item,Previous status,Live verdict 2026-08-21,Evidence,LLM excluded?,Notes
Master Features,work.integrations.files.dropbox,Integrations: Dropbox connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.files.box,Integrations: Box connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.files.adobe,Integrations: Adobe connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.communication.gmail,Integrations: Gmail connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.communication.outlook,Integrations: Outlook connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.communication.slack,Integrations: Slack connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.communication.teams,Integrations: Microsoft Teams connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.communication.zoom,Integrations: Zoom connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.enterprise.salesforce,Integrations: Salesforce connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.enterprise.jira,Integrations: Jira connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.enterprise.power_bi,Integrations: Power BI connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.integrations.enterprise.servicenow,Integrations: ServiceNow connection,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.api_webhooks,"Integrations: API, webhooks & app components",BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_chat,AI: Smart chat,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build · bundle/route evidence,N,
Master Features,work.ai.smart_summaries,AI: Smart summaries,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_status,AI: Smart status,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_fields,AI: Smart fields,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_editor,AI: Smart editor,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_goals,AI: Smart goals,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_projects,AI: Smart projects,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.smart_rules,AI: Smart rule creator,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.risk_reports,AI: AI risk reports,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.studio,AI: AI Studio,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.teammates,AI: AI Teammates,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.teammate_skills,AI: AI Teammate skills,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.teammate_memory,AI: AI Teammate memory & access,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.dash,AI: AI Chief of Staff,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,work.ai.connectors,AI: AI connectors & MCP,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Master Features,creative.hub,Creative: Unified Creative Hub,ADDED GAP,SKIP_LLM,LLM-related feature; deep test deferred,Y,
Master Features,creative.canva.live,Creative: Canva live create/edit/export,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,creative.asset_return,Creative: Generated asset return to DAM,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,creative.brand_guardrails,Creative: Brand-kit enforcement,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,work.task.supervisor,Work: Task supervisor,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,work.task.propagation,Work: Canonical task propagation,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,work.task.notification_fanout,Work: Creator/assignee/supervisor notifications,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,rag.ingestion,AI / Knowledge: Governed RAG ingestion,ADDED GAP,SKIP_LLM,LLM-related feature; deep test deferred,Y,
Master Features,rag.retrieval,AI / Knowledge: ACL-aware RAG retrieval,ADDED GAP,SKIP_LLM,LLM-related feature; deep test deferred,Y,
Master Features,rag.evaluation,AI / Knowledge: RAG evaluation suite,ADDED GAP,SKIP_LLM,LLM-related feature; deep test deferred,Y,
Master Features,ai.learning.governance,AI / Knowledge: Governed learning loop,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,marketing.meta_ads,Marketing: Meta / Facebook / Instagram Ads,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,marketing.google_ads,Marketing: Google Ads,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,marketing.attribution_roas,Marketing: Attribution and ROAS,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,sales.ghl_outcomes,Sales: GHL outcomes reconciliation,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,research.competitors,Research: Competitor research,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Master Features,leadgen.pipeline,Sales: Lead generation pipeline,ADDED GAP,GAP_RECORDED,Documented gap; not claiming complete,N,
Feature Scope Map,core.home,Core: Home,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,crm.workspace,CRM: CRM,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,delivery.workspace,Delivery: Delivery,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,finance.workspace,Finance: Finance,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.core_hr,People: Core HR,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.leave_attendance,People: Leave & attendance,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.talent,People: Talent,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.payroll,People: Payroll,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.shifts_timesheets,People: Shifts & timesheets,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.workplace,People: Workplace,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.benefits,People: Benefits,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,people.digital_cards,People: Digital cards,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,requests.feature_intake,Core: Feature requests,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,support.tickets,Core: Support tickets,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app) · bundle/route evidence,N,
Feature Scope Map,analytics.dashboards,Analytics: Dashboards,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,ai.custom_apps,AI: AI custom apps,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,automation.n8n,Automation: Automation,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,portal.client,Portal: Client portal,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,integrations.connections,Admin & Security: Connections,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,admin.roles,Admin & Security: Roles & permissions,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,admin.audit,Admin & Security: Audit log,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,admin.feature_lab,Admin & Security: Feature Lab,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.projects,Work management: Projects,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.tasks,Work management: Tasks,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.subtasks,Work management: Subtasks,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.subtasks.view_controls,Core work: Subtask view controls,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.assignees,Work management: Task assignees,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.sections,Work management: Sections & columns,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.dates,"Work management: Start dates, due dates & times",AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.dependencies,Work management: Dependencies,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.comments,Communication: Comments & mentions,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.followers,Communication: Task followers,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.custom_fields,Work management: Custom fields,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.custom_task_types,Work management: Custom task types & statuses,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.tags,Work management: Tags,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.multi_home,Work management: Multi-home tasks,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build · bundle/route evidence,N,
Feature Scope Map,work.recurring_tasks,Work management: Recurring tasks,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.attachments,Communication: Attachments,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.likes,Communication: Likes,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.proofing,Communication: Proofing,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.project_messages,Communication: Project & team messages,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.team_message_permissions,Communication: Team message send permissions,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rich_text,Communication: Rich text,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.forms,Workflows: Forms,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.forms.public,Workflows: Public forms,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.forms.email_receipts,Workflows: Form email receipts,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rules,Workflows: Rules,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rules.ownership_transfer,Workflows: Rule ownership transfer,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rules.scheduled,Workflows: Scheduled rules,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rules.collaborator_trigger,Workflows: Collaborator-added rules,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.rules.external_actions,Workflows: External rule actions,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.templates,Workflows: Project & task templates,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.templates.roles,Workflows: Project template roles,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.bundles,Workflows: Bundles,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.approvals,Workflows: Approvals,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build · bundle/route evidence,N,
Feature Scope Map,work.milestones,Work management: Milestones,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.time_tracking,Resource management: Time tracking,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.time_tracking.entry_editing,Resource management: Edit time entries,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.views.list,Views: List view,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.views.board,Views: Board view,AVAILABLE,PASS_CATALOGUE,Catalogue AVAILABLE; related surfaces on prod (https://hrmny-os.vercel.app),N,
Feature Scope Map,work.views.calendar,Views: Calendar view,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.views.calendar.week,Views: Weekly calendar view,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.views.timeline,Views: Timeline view,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.views.gantt,Views: Gantt view,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.views.files,Views: Files view,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.my_tasks,Personal productivity: My tasks,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.my_tasks.sections,Personal productivity: My Tasks sections,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.my_tasks.focus,Personal productivity: My Tasks focus,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.my_tasks.quick_add,Personal productivity: My Tasks quick add,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.inbox,Personal productivity: Inbox,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.inbox.message_status_filters,Personal productivity: Message & status Inbox filters,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.search,Personal productivity: Search,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.saved_searches,Personal productivity: Saved searches,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.out_of_office,Personal productivity: Out of office,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.accessibility,Personal productivity: Accessibility preferences,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.mobile_pwa,Personal productivity: Mobile & installable app,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.goals,Goals & reporting: Goals,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.portfolios,Goals & reporting: Portfolios,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.status_updates,Goals & reporting: Status updates,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.status_update_templates,Goals & reporting: Status update templates,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.reporting_dashboards,Goals & reporting: Reporting dashboards,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
Feature Scope Map,work.workload,Resource management: Workload,BETA,PASS_CATALOGUE_BETA,Catalogue BETA on prod build,N,
